orderid,ordedate,cutomerid,store,productid,cost,salesproce,quantity,amountcost,amountsales,profit
B1000574,2020/05/07,A00143,B,265,380,500,1,380,500,120
B1000574,2020/05/07,A00143,B,293,420,600,1,420,600,180
B1000580,2020/06/07,A00149,B,257,8,18,1,8,18,10
B1000580,2020/06/07,A00149,B,265,380,500,1,380,500,120
B1000580,2020/06/07,A00149,B,293,420,600,1,420,600,180
B1000581,2020/09/11,A00150,B,403,70,130,1,70,130,60
B1000586,2020/03/21,A00156,B,257,8,18,1,8,18,10
B1000586,2020/03/21,A00156,B,265,380,500,1,380,500,120
B1000586,2020/03/21,A00156,B,293,420,600,1,420,600,180
B1000588,2020/06/22,A00158,B,257,8,18,1,8,18,10
B1000588,2020/06/22,A00158,B,265,380,500,2,760,1000,240
B1000588,2020/06/22,A00158,B,293,420,600,1,420,600,180
B1000589,2020/10/11,A00159,B,257,8,18,1,8,18,10
B1000589,2020/10/11,A00159,B,265,380,500,1,380,500,120
B1000589,2020/10/11,A00159,B,293,420,600,1,420,600,180
B1000590,2020/08/23,A00160,B,257,8,18,1,8,18,10
B1000590,2020/08/23,A00160,B,265,380,500,1,380,500,120
B1000590,2020/08/23,A00160,B,293,420,600,1,420,600,180
B1000594,2020/09/25,A00166,B,257,8,18,1,8,18,10
B1000594,2020/09/25,A00166,B,265,380,500,1,380,500,120
B1000594,2020/09/25,A00166,B,293,420,600,1,420,600,180
B1000596,2020/01/13,A00170,B,257,8,18,1,8,18,10
B1000596,2020/01/13,A00170,B,265,380,500,1,380,500,120
B1000596,2020/01/13,A00170,B,293,420,600,1,420,600,180
B1000600,2020/01/08,A00174,B,257,8,18,1,8,18,10
B1000600,2020/01/08,A00174,B,265,380,500,1,380,500,120
B1000600,2020/01/08,A00174,B,293,420,600,1,420,600,180
B1000601,2020/09/02,A00175,B,403,70,130,4,280,520,240
B1000602,2020/09/07,A00176,B,257,8,18,1,8,18,10
B1000602,2020/09/07,A00176,B,265,380,500,1,380,500,120
B1000602,2020/09/07,A00176,B,293,420,600,1,420,600,180
B1000604,2020/08/26,A00179,B,257,8,18,1,8,18,10
B1000604,2020/08/26,A00179,B,265,380,500,1,380,500,120
B1000604,2020/08/26,A00179,B,293,420,600,5,2100,3000,900
B1000605,2020/07/08,A00180,B,257,8,18,1,8,18,10
B1000605,2020/07/08,A00180,B,265,380,500,1,380,500,120
B1000605,2020/07/08,A00180,B,293,420,600,1,420,600,180
B1000609,2020/09/14,A00184,B,403,70,130,1,70,130,60
B1000613,2020/05/17,A00188,B,257,8,18,1,8,18,10
B1000613,2020/05/17,A00188,B,265,380,500,1,380,500,120
B1000613,2020/05/17,A00188,B,293,420,600,1,420,600,180
B1000615,2020/06/27,A00191,B,257,8,18,1,8,18,10
B1000615,2020/06/27,A00191,B,265,380,500,1,380,500,120
B1000615,2020/06/27,A00191,B,293,420,600,2,840,1200,360
B1000620,2020/03/03,A00196,B,257,8,18,1,8,18,10
B1000620,2020/03/03,A00196,B,265,380,500,1,380,500,120
B1000620,2020/03/03,A00196,B,293,420,600,1,420,600,180
B1000623,2020/11/09,A00199,B,257,8,18,1,8,18,10
B1000623,2020/11/09,A00199,B,265,380,500,1,380,500,120
B1000623,2020/11/09,A00199,B,293,420,600,1,420,600,180
B1000625,2020/12/18,A00201,B,257,8,18,1,8,18,10
B1000625,2020/12/18,A00201,B,265,380,500,1,380,500,120
B1000625,2020/12/18,A00201,B,293,420,600,1,420,600,180
B1000628,2020/03/15,A00204,B,293,420,600,1,420,600,180
B1000628,2020/03/15,A00204,B,299,220,350,1,220,350,130
B1000628,2020/03/15,A00204,B,321,44,88,1,44,88,44
B1000628,2020/03/15,A00204,B,400,110,180,1,110,180,70
B1000630,2020/02/24,A00206,B,257,8,18,1,8,18,10
B1000630,2020/02/24,A00206,B,265,380,500,1,380,500,120
B1000630,2020/02/24,A00206,B,293,420,600,1,420,600,180
B1000633,2020/01/22,A00211,B,257,8,18,1,8,18,10
B1000633,2020/01/22,A00211,B,265,380,500,1,380,500,120
B1000633,2020/01/22,A00211,B,293,420,600,1,420,600,180
B1000634,2020/11/25,A00212,B,257,8,18,1,8,18,10
B1000634,2020/11/25,A00212,B,265,380,500,2,760,1000,240
B1000634,2020/11/25,A00212,B,293,420,600,1,420,600,180
B1000636,2020/10/05,A00215,B,257,8,18,1,8,18,10
B1000636,2020/10/05,A00215,B,265,380,500,1,380,500,120
B1000636,2020/10/05,A00215,B,293,420,600,1,420,600,180
B1000640,2020/01/09,A00219,B,403,70,130,1,70,130,60
B1000644,2020/06/11,A00223,B,403,70,130,4,280,520,240
B1000646,2020/02/12,A00225,B,257,8,18,1,8,18,10
B1000646,2020/02/12,A00225,B,265,380,500,1,380,500,120
B1000646,2020/02/12,A00225,B,293,420,600,1,420,600,180
B1000647,2020/10/10,A00226,B,293,420,600,1,420,600,180
B1000647,2020/10/10,A00226,B,299,220,350,1,220,350,130
B1000647,2020/10/10,A00226,B,321,44,88,1,44,88,44
B1000647,2020/10/10,A00226,B,400,110,180,1,110,180,70
B1000648,2020/07/08,A00228,B,293,420,600,1,420,600,180
B1000648,2020/07/08,A00228,B,299,220,350,1,220,350,130
B1000648,2020/07/08,A00228,B,321,44,88,1,44,88,44
B1000648,2020/07/08,A00228,B,400,110,180,2,220,360,140
B1000649,2020/03/12,A00229,B,403,70,130,2,140,260,120
B1000650,2020/04/13,A00230,B,257,8,18,1,8,18,10
B1000650,2020/04/13,A00230,B,265,380,500,1,380,500,120
B1000650,2020/04/13,A00230,B,293,420,600,1,420,600,180
B1000652,2020/04/12,A00232,B,257,8,18,1,8,18,10
B1000652,2020/04/12,A00232,B,265,380,500,1,380,500,120
B1000652,2020/04/12,A00232,B,293,420,600,1,420,600,180
B1000657,2020/04/27,A00237,B,257,8,18,2,16,36,20
B1000657,2020/04/27,A00237,B,265,380,500,1,380,500,120
B1000657,2020/04/27,A00237,B,293,420,600,1,420,600,180
B1000662,2020/05/20,A00243,B,257,8,18,1,8,18,10
B1000662,2020/05/20,A00243,B,265,380,500,3,1140,1500,360
B1000662,2020/05/20,A00243,B,293,420,600,1,420,600,180
B1000672,2020/10/08,A00253,B,257,8,18,1,8,18,10
B1000672,2020/10/08,A00253,B,265,380,500,1,380,500,120
B1000672,2020/10/08,A00253,B,293,420,600,1,420,600,180
B1000678,2020/01/01,A00259,B,257,8,18,5,40,90,50
B1000678,2020/01/01,A00259,B,265,380,500,4,1520,2000,480
B1000678,2020/01/01,A00259,B,293,420,600,1,420,600,180
B1000682,2020/08/03,A00263,B,293,420,600,1,420,600,180
B1000682,2020/08/03,A00263,B,299,220,350,2,440,700,260
B1000682,2020/08/03,A00263,B,321,44,88,4,176,352,176
B1000682,2020/08/03,A00263,B,400,110,180,2,220,360,140
B1000683,2020/01/07,A00264,B,403,70,130,1,70,130,60
B1000684,2020/01/21,A00265,B,403,70,130,1,70,130,60
B1000685,2020/05/18,A00266,B,403,70,130,1,70,130,60
B1000689,2020/03/09,A00270,B,257,8,18,1,8,18,10
B1000689,2020/03/09,A00270,B,265,380,500,1,380,500,120
B1000689,2020/03/09,A00270,B,293,420,600,2,840,1200,360
B1000690,2020/02/10,A00271,B,257,8,18,2,16,36,20
B1000690,2020/02/10,A00271,B,265,380,500,1,380,500,120
B1000690,2020/02/10,A00271,B,293,420,600,1,420,600,180
B1000695,2020/05/16,A00276,B,403,70,130,5,350,650,300
B1000698,2020/08/05,A00279,B,403,70,130,1,70,130,60
B1000699,2020/04/10,A00281,B,293,420,600,1,420,600,180
B1000699,2020/04/10,A00281,B,299,220,350,3,660,1050,390
B1000699,2020/04/10,A00281,B,321,44,88,4,176,352,176
B1000699,2020/04/10,A00281,B,400,110,180,1,110,180,70
B1000708,2020/05/16,A00292,B,403,70,130,1,70,130,60
B1000710,2020/03/26,A00294,B,293,420,600,2,840,1200,360
B1000710,2020/03/26,A00294,B,299,220,350,5,1100,1750,650
B1000710,2020/03/26,A00294,B,321,44,88,1,44,88,44
B1000710,2020/03/26,A00294,B,400,110,180,1,110,180,70
B1000714,2020/08/14,A00298,B,293,420,600,1,420,600,180
B1000714,2020/08/14,A00298,B,299,220,350,1,220,350,130
B1000714,2020/08/14,A00298,B,321,44,88,1,44,88,44
B1000714,2020/08/14,A00298,B,400,110,180,1,110,180,70
B1000716,2020/01/21,A00300,B,257,8,18,1,8,18,10
B1000716,2020/01/21,A00300,B,265,380,500,1,380,500,120
B1000716,2020/01/21,A00300,B,293,420,600,1,420,600,180
B1000451,2020/02/19,A00001,B,165,12,25,1,12,25,13
B1000451,2020/02/19,A00001,B,257,8,18,1,8,18,10
B1000451,2020/02/19,A00001,B,265,380,500,1,380,500,120
B1000451,2020/02/19,A00001,B,293,420,600,1,420,600,180
B1000451,2020/02/19,A00001,B,299,220,350,1,220,350,130
B1000451,2020/02/19,A00001,B,306,110,180,1,110,180,70
B1000451,2020/02/19,A00001,B,367,38,60,1,38,60,22
B1000451,2020/02/19,A00001,B,403,70,130,1,70,130,60
B1000451,2020/02/19,A00001,B,501,150,290,5,750,1450,700
B1000452,2020/01/27,A00002,B,165,12,25,2,24,50,26
B1000452,2020/01/27,A00002,B,257,8,18,1,8,18,10
B1000452,2020/01/27,A00002,B,265,380,500,1,380,500,120
B1000452,2020/01/27,A00002,B,293,420,600,1,420,600,180
B1000452,2020/01/27,A00002,B,299,220,350,1,220,350,130
B1000452,2020/01/27,A00002,B,306,110,180,1,110,180,70
B1000452,2020/01/27,A00002,B,367,38,60,1,38,60,22
B1000452,2020/01/27,A00002,B,403,70,130,1,70,130,60
B1000452,2020/01/27,A00002,B,501,150,290,1,150,290,140
B1000454,2020/08/28,A00004,B,165,12,25,4,48,100,52
B1000454,2020/08/28,A00004,B,257,8,18,1,8,18,10
B1000454,2020/08/28,A00004,B,265,380,500,1,380,500,120
B1000454,2020/08/28,A00004,B,293,420,600,1,420,600,180
B1000454,2020/08/28,A00004,B,299,220,350,1,220,350,130
B1000454,2020/08/28,A00004,B,306,110,180,1,110,180,70
B1000454,2020/08/28,A00004,B,367,38,60,1,38,60,22
B1000454,2020/08/28,A00004,B,403,70,130,1,70,130,60
B1000454,2020/08/28,A00004,B,501,150,290,1,150,290,140
B1000456,2020/02/23,A00006,B,165,12,25,1,12,25,13
B1000456,2020/02/23,A00006,B,257,8,18,1,8,18,10
B1000456,2020/02/23,A00006,B,265,380,500,1,380,500,120
B1000456,2020/02/23,A00006,B,293,420,600,1,420,600,180
B1000456,2020/02/23,A00006,B,299,220,350,1,220,350,130
B1000456,2020/02/23,A00006,B,321,44,88,1,44,88,44
B1000456,2020/02/23,A00006,B,367,38,60,2,76,120,44
B1000456,2020/02/23,A00006,B,400,110,180,1,110,180,70
B1000456,2020/02/23,A00006,B,403,70,130,1,70,130,60
B1000456,2020/02/23,A00006,B,501,150,290,1,150,290,140
B1000457,2020/01/23,A00007,B,165,12,25,1,12,25,13
B1000457,2020/01/23,A00007,B,257,8,18,1,8,18,10
B1000457,2020/01/23,A00007,B,265,380,500,1,380,500,120
B1000457,2020/01/23,A00007,B,306,110,180,1,110,180,70
B1000457,2020/01/23,A00007,B,367,38,60,1,38,60,22
B1000457,2020/01/23,A00007,B,403,70,130,1,70,130,60
B1000457,2020/01/23,A00007,B,437,60,110,1,60,110,50
B1000457,2020/01/23,A00007,B,501,150,290,1,150,290,140
B1000458,2020/12/26,A00008,B,165,12,25,1,12,25,13
B1000458,2020/12/26,A00008,B,257,8,18,1,8,18,10
B1000458,2020/12/26,A00008,B,265,380,500,1,380,500,120
B1000458,2020/12/26,A00008,B,306,110,180,1,110,180,70
B1000458,2020/12/26,A00008,B,367,38,60,1,38,60,22
B1000458,2020/12/26,A00008,B,403,70,130,1,70,130,60
B1000458,2020/12/26,A00008,B,437,60,110,1,60,110,50
B1000458,2020/12/26,A00008,B,501,150,290,1,150,290,140
B1000460,2020/12/05,A00010,B,165,12,25,2,24,50,26
B1000460,2020/12/05,A00010,B,257,8,18,1,8,18,10
B1000460,2020/12/05,A00010,B,265,380,500,2,760,1000,240
B1000460,2020/12/05,A00010,B,293,420,600,1,420,600,180
B1000460,2020/12/05,A00010,B,299,220,350,1,220,350,130
B1000460,2020/12/05,A00010,B,321,44,88,1,44,88,44
B1000460,2020/12/05,A00010,B,367,38,60,1,38,60,22
B1000460,2020/12/05,A00010,B,400,110,180,1,110,180,70
B1000460,2020/12/05,A00010,B,403,70,130,1,70,130,60
B1000460,2020/12/05,A00010,B,501,150,290,1,150,290,140
B1000462,2020/03/17,A00012,B,165,12,25,1,12,25,13
B1000462,2020/03/17,A00012,B,257,8,18,1,8,18,10
B1000462,2020/03/17,A00012,B,265,380,500,1,380,500,120
B1000462,2020/03/17,A00012,B,293,420,600,1,420,600,180
B1000462,2020/03/17,A00012,B,299,220,350,6,1320,2100,780
B1000462,2020/03/17,A00012,B,306,110,180,1,110,180,70
B1000462,2020/03/17,A00012,B,367,38,60,1,38,60,22
B1000462,2020/03/17,A00012,B,403,70,130,1,70,130,60
B1000462,2020/03/17,A00012,B,501,150,290,2,300,580,280
B1000463,2020/03/27,A00014,B,165,12,25,1,12,25,13
B1000463,2020/03/27,A00014,B,257,8,18,1,8,18,10
B1000463,2020/03/27,A00014,B,265,380,500,2,760,1000,240
B1000463,2020/03/27,A00014,B,306,110,180,1,110,180,70
B1000463,2020/03/27,A00014,B,367,38,60,1,38,60,22
B1000463,2020/03/27,A00014,B,403,70,130,1,70,130,60
B1000463,2020/03/27,A00014,B,437,60,110,1,60,110,50
B1000463,2020/03/27,A00014,B,501,150,290,2,300,580,280
B1000464,2020/09/27,A00015,B,295,200,310,1,200,310,110
B1000464,2020/09/27,A00015,B,306,110,180,5,550,900,350
B1000464,2020/09/27,A00015,B,350,130,300,1,130,300,170
B1000464,2020/09/27,A00015,B,359,90,150,1,90,150,60
B1000464,2020/09/27,A00015,B,437,60,110,1,60,110,50
B1000470,2020/08/25,A00021,B,165,12,25,2,24,50,26
B1000470,2020/08/25,A00021,B,257,8,18,2,16,36,20
B1000470,2020/08/25,A00021,B,265,380,500,1,380,500,120
B1000470,2020/08/25,A00021,B,293,420,600,1,420,600,180
B1000470,2020/08/25,A00021,B,299,220,350,1,220,350,130
B1000470,2020/08/25,A00021,B,306,110,180,4,440,720,280
B1000470,2020/08/25,A00021,B,367,38,60,1,38,60,22
B1000470,2020/08/25,A00021,B,403,70,130,2,140,260,120
B1000470,2020/08/25,A00021,B,501,150,290,2,300,580,280
B1000472,2020/07/19,A00023,B,165,12,25,1,12,25,13
B1000472,2020/07/19,A00023,B,257,8,18,1,8,18,10
B1000472,2020/07/19,A00023,B,265,380,500,1,380,500,120
B1000472,2020/07/19,A00023,B,306,110,180,1,110,180,70
B1000472,2020/07/19,A00023,B,367,38,60,1,38,60,22
B1000472,2020/07/19,A00023,B,403,70,130,1,70,130,60
B1000472,2020/07/19,A00023,B,437,60,110,1,60,110,50
B1000472,2020/07/19,A00023,B,501,150,290,1,150,290,140
B1000473,2020/11/16,A00024,B,295,200,310,1,200,310,110
B1000473,2020/11/16,A00024,B,306,110,180,1,110,180,70
B1000473,2020/11/16,A00024,B,350,130,300,4,520,1200,680
B1000473,2020/11/16,A00024,B,359,90,150,1,90,150,60
B1000473,2020/11/16,A00024,B,437,60,110,1,60,110,50
B1000476,2020/06/07,A00028,B,295,200,310,1,200,310,110
B1000476,2020/06/07,A00028,B,306,110,180,1,110,180,70
B1000476,2020/06/07,A00028,B,350,130,300,1,130,300,170
B1000476,2020/06/07,A00028,B,359,90,150,1,90,150,60
B1000476,2020/06/07,A00028,B,437,60,110,1,60,110,50
B1000477,2020/06/14,A00029,B,165,12,25,1,12,25,13
B1000477,2020/06/14,A00029,B,257,8,18,1,8,18,10
B1000477,2020/06/14,A00029,B,265,380,500,1,380,500,120
B1000477,2020/06/14,A00029,B,293,420,600,1,420,600,180
B1000477,2020/06/14,A00029,B,299,220,350,1,220,350,130
B1000477,2020/06/14,A00029,B,321,44,88,5,220,440,220
B1000477,2020/06/14,A00029,B,367,38,60,1,38,60,22
B1000477,2020/06/14,A00029,B,400,110,180,1,110,180,70
B1000477,2020/06/14,A00029,B,403,70,130,1,70,130,60
B1000477,2020/06/14,A00029,B,501,150,290,1,150,290,140
B1000479,2020/06/22,A00031,B,165,12,25,1,12,25,13
B1000479,2020/06/22,A00031,B,257,8,18,5,40,90,50
B1000479,2020/06/22,A00031,B,265,380,500,1,380,500,120
B1000479,2020/06/22,A00031,B,293,420,600,6,2520,3600,1080
B1000479,2020/06/22,A00031,B,299,220,350,1,220,350,130
B1000479,2020/06/22,A00031,B,321,44,88,1,44,88,44
B1000479,2020/06/22,A00031,B,367,38,60,1,38,60,22
B1000479,2020/06/22,A00031,B,400,110,180,1,110,180,70
B1000479,2020/06/22,A00031,B,403,70,130,2,140,260,120
B1000479,2020/06/22,A00031,B,501,150,290,1,150,290,140
B1000481,2020/10/24,A00033,B,165,12,25,1,12,25,13
B1000481,2020/10/24,A00033,B,257,8,18,1,8,18,10
B1000481,2020/10/24,A00033,B,265,380,500,1,380,500,120
B1000481,2020/10/24,A00033,B,293,420,600,1,420,600,180
B1000481,2020/10/24,A00033,B,299,220,350,1,220,350,130
B1000481,2020/10/24,A00033,B,321,44,88,1,44,88,44
B1000481,2020/10/24,A00033,B,367,38,60,1,38,60,22
B1000481,2020/10/24,A00033,B,400,110,180,1,110,180,70
B1000481,2020/10/24,A00033,B,403,70,130,1,70,130,60
B1000481,2020/10/24,A00033,B,501,150,290,1,150,290,140
B1000482,2020/10/24,A00034,B,165,12,25,1,12,25,13
B1000482,2020/10/24,A00034,B,257,8,18,3,24,54,30
B1000482,2020/10/24,A00034,B,265,380,500,1,380,500,120
B1000482,2020/10/24,A00034,B,293,420,600,1,420,600,180
B1000482,2020/10/24,A00034,B,299,220,350,1,220,350,130
B1000482,2020/10/24,A00034,B,306,110,180,1,110,180,70
B1000482,2020/10/24,A00034,B,367,38,60,2,76,120,44
B1000482,2020/10/24,A00034,B,403,70,130,1,70,130,60
B1000482,2020/10/24,A00034,B,501,150,290,1,150,290,140
B1000487,2020/05/01,A00039,B,165,12,25,1,12,25,13
B1000487,2020/05/01,A00039,B,257,8,18,1,8,18,10
B1000487,2020/05/01,A00039,B,265,380,500,1,380,500,120
B1000487,2020/05/01,A00039,B,293,420,600,1,420,600,180
B1000487,2020/05/01,A00039,B,299,220,350,2,440,700,260
B1000487,2020/05/01,A00039,B,306,110,180,2,220,360,140
B1000487,2020/05/01,A00039,B,367,38,60,1,38,60,22
B1000487,2020/05/01,A00039,B,403,70,130,1,70,130,60
B1000487,2020/05/01,A00039,B,501,150,290,1,150,290,140
B1000489,2020/11/21,A00041,B,165,12,25,1,12,25,13
B1000489,2020/11/21,A00041,B,257,8,18,1,8,18,10
B1000489,2020/11/21,A00041,B,265,380,500,1,380,500,120
B1000489,2020/11/21,A00041,B,306,110,180,1,110,180,70
B1000489,2020/11/21,A00041,B,367,38,60,2,76,120,44
B1000489,2020/11/21,A00041,B,403,70,130,1,70,130,60
B1000489,2020/11/21,A00041,B,437,60,110,1,60,110,50
B1000489,2020/11/21,A00041,B,501,150,290,1,150,290,140
B1000491,2020/07/23,A00044,B,165,12,25,1,12,25,13
B1000491,2020/07/23,A00044,B,257,8,18,1,8,18,10
B1000491,2020/07/23,A00044,B,265,380,500,1,380,500,120
B1000491,2020/07/23,A00044,B,306,110,180,1,110,180,70
B1000491,2020/07/23,A00044,B,367,38,60,1,38,60,22
B1000491,2020/07/23,A00044,B,403,70,130,1,70,130,60
B1000491,2020/07/23,A00044,B,437,60,110,1,60,110,50
B1000491,2020/07/23,A00044,B,501,150,290,3,450,870,420
B1000492,2020/07/05,A00045,B,165,12,25,1,12,25,13
B1000492,2020/07/05,A00045,B,257,8,18,1,8,18,10
B1000492,2020/07/05,A00045,B,265,380,500,1,380,500,120
B1000492,2020/07/05,A00045,B,293,420,600,4,1680,2400,720
B1000492,2020/07/05,A00045,B,299,220,350,1,220,350,130
B1000492,2020/07/05,A00045,B,306,110,180,1,110,180,70
B1000492,2020/07/05,A00045,B,367,38,60,1,38,60,22
B1000492,2020/07/05,A00045,B,403,70,130,5,350,650,300
B1000492,2020/07/05,A00045,B,501,150,290,1,150,290,140
B1000493,2020/09/03,A00046,B,295,200,310,1,200,310,110
B1000493,2020/09/03,A00046,B,306,110,180,1,110,180,70
B1000493,2020/09/03,A00046,B,350,130,300,1,130,300,170
B1000493,2020/09/03,A00046,B,359,90,150,5,450,750,300
B1000493,2020/09/03,A00046,B,437,60,110,4,240,440,200
B1000495,2020/03/19,A00049,B,165,12,25,1,12,25,13
B1000495,2020/03/19,A00049,B,257,8,18,1,8,18,10
B1000495,2020/03/19,A00049,B,265,380,500,1,380,500,120
B1000495,2020/03/19,A00049,B,306,110,180,1,110,180,70
B1000495,2020/03/19,A00049,B,367,38,60,5,190,300,110
B1000495,2020/03/19,A00049,B,403,70,130,5,350,650,300
B1000495,2020/03/19,A00049,B,437,60,110,1,60,110,50
B1000495,2020/03/19,A00049,B,501,150,290,1,150,290,140
B1000496,2020/02/10,A00050,B,165,12,25,1,12,25,13
B1000496,2020/02/10,A00050,B,257,8,18,1,8,18,10
B1000496,2020/02/10,A00050,B,265,380,500,4,1520,2000,480
B1000496,2020/02/10,A00050,B,293,420,600,1,420,600,180
B1000496,2020/02/10,A00050,B,299,220,350,1,220,350,130
B1000496,2020/02/10,A00050,B,306,110,180,1,110,180,70
B1000496,2020/02/10,A00050,B,367,38,60,1,38,60,22
B1000496,2020/02/10,A00050,B,403,70,130,1,70,130,60
B1000496,2020/02/10,A00050,B,501,150,290,1,150,290,140
B1000497,2020/01/19,A00052,B,295,200,310,1,200,310,110
B1000497,2020/01/19,A00052,B,306,110,180,1,110,180,70
B1000497,2020/01/19,A00052,B,350,130,300,2,260,600,340
B1000497,2020/01/19,A00052,B,359,90,150,1,90,150,60
B1000497,2020/01/19,A00052,B,437,60,110,1,60,110,50
B1000498,2020/03/01,A00053,B,165,12,25,1,12,25,13
B1000498,2020/03/01,A00053,B,257,8,18,1,8,18,10
B1000498,2020/03/01,A00053,B,265,380,500,1,380,500,120
B1000498,2020/03/01,A00053,B,293,420,600,2,840,1200,360
B1000498,2020/03/01,A00053,B,299,220,350,1,220,350,130
B1000498,2020/03/01,A00053,B,306,110,180,1,110,180,70
B1000498,2020/03/01,A00053,B,367,38,60,1,38,60,22
B1000498,2020/03/01,A00053,B,403,70,130,1,70,130,60
B1000498,2020/03/01,A00053,B,501,150,290,1,150,290,140
B1000499,2020/01/21,A00055,B,165,12,25,1,12,25,13
B1000499,2020/01/21,A00055,B,257,8,18,2,16,36,20
B1000499,2020/01/21,A00055,B,265,380,500,2,760,1000,240
B1000499,2020/01/21,A00055,B,293,420,600,1,420,600,180
B1000499,2020/01/21,A00055,B,299,220,350,1,220,350,130
B1000499,2020/01/21,A00055,B,306,110,180,1,110,180,70
B1000499,2020/01/21,A00055,B,367,38,60,1,38,60,22
B1000499,2020/01/21,A00055,B,403,70,130,1,70,130,60
B1000499,2020/01/21,A00055,B,501,150,290,1,150,290,140
B1000501,2020/03/16,A00057,B,165,12,25,1,12,25,13
B1000501,2020/03/16,A00057,B,257,8,18,5,40,90,50
B1000501,2020/03/16,A00057,B,265,380,500,1,380,500,120
B1000501,2020/03/16,A00057,B,306,110,180,1,110,180,70
B1000501,2020/03/16,A00057,B,367,38,60,1,38,60,22
B1000501,2020/03/16,A00057,B,403,70,130,1,70,130,60
B1000501,2020/03/16,A00057,B,437,60,110,1,60,110,50
B1000501,2020/03/16,A00057,B,501,150,290,2,300,580,280
B1000503,2020/10/14,A00060,B,165,12,25,1,12,25,13
B1000503,2020/10/14,A00060,B,257,8,18,1,8,18,10
B1000503,2020/10/14,A00060,B,265,380,500,1,380,500,120
B1000503,2020/10/14,A00060,B,306,110,180,1,110,180,70
B1000503,2020/10/14,A00060,B,367,38,60,1,38,60,22
B1000503,2020/10/14,A00060,B,403,70,130,1,70,130,60
B1000503,2020/10/14,A00060,B,437,60,110,1,60,110,50
B1000503,2020/10/14,A00060,B,501,150,290,1,150,290,140
B1000504,2020/04/28,A00061,B,165,12,25,2,24,50,26
B1000504,2020/04/28,A00061,B,257,8,18,1,8,18,10
B1000504,2020/04/28,A00061,B,265,380,500,2,760,1000,240
B1000504,2020/04/28,A00061,B,293,420,600,1,420,600,180
B1000504,2020/04/28,A00061,B,299,220,350,2,440,700,260
B1000504,2020/04/28,A00061,B,306,110,180,1,110,180,70
B1000504,2020/04/28,A00061,B,367,38,60,1,38,60,22
B1000504,2020/04/28,A00061,B,403,70,130,1,70,130,60
B1000504,2020/04/28,A00061,B,501,150,290,4,600,1160,560
B1000505,2020/01/04,A00062,B,165,12,25,1,12,25,13
B1000505,2020/01/04,A00062,B,257,8,18,1,8,18,10
B1000505,2020/01/04,A00062,B,265,380,500,1,380,500,120
B1000505,2020/01/04,A00062,B,293,420,600,1,420,600,180
B1000505,2020/01/04,A00062,B,299,220,350,1,220,350,130
B1000505,2020/01/04,A00062,B,306,110,180,1,110,180,70
B1000505,2020/01/04,A00062,B,367,38,60,2,76,120,44
B1000505,2020/01/04,A00062,B,403,70,130,1,70,130,60
B1000505,2020/01/04,A00062,B,501,150,290,4,600,1160,560
B1000506,2020/07/14,A00063,B,165,12,25,1,12,25,13
B1000506,2020/07/14,A00063,B,257,8,18,2,16,36,20
B1000506,2020/07/14,A00063,B,265,380,500,5,1900,2500,600
B1000506,2020/07/14,A00063,B,293,420,600,1,420,600,180
B1000506,2020/07/14,A00063,B,299,220,350,1,220,350,130
B1000506,2020/07/14,A00063,B,306,110,180,1,110,180,70
B1000506,2020/07/14,A00063,B,367,38,60,1,38,60,22
B1000506,2020/07/14,A00063,B,403,70,130,1,70,130,60
B1000506,2020/07/14,A00063,B,501,150,290,1,150,290,140
B1000508,2020/06/16,A00065,B,165,12,25,1,12,25,13
B1000508,2020/06/16,A00065,B,257,8,18,1,8,18,10
B1000508,2020/06/16,A00065,B,265,380,500,1,380,500,120
B1000508,2020/06/16,A00065,B,306,110,180,1,110,180,70
B1000508,2020/06/16,A00065,B,367,38,60,1,38,60,22
B1000508,2020/06/16,A00065,B,403,70,130,2,140,260,120
B1000508,2020/06/16,A00065,B,437,60,110,1,60,110,50
B1000508,2020/06/16,A00065,B,501,150,290,1,150,290,140
B1000510,2020/07/01,A00067,B,165,12,25,1,12,25,13
B1000510,2020/07/01,A00067,B,257,8,18,1,8,18,10
B1000510,2020/07/01,A00067,B,265,380,500,5,1900,2500,600
B1000510,2020/07/01,A00067,B,293,420,600,1,420,600,180
B1000510,2020/07/01,A00067,B,299,220,350,1,220,350,130
B1000510,2020/07/01,A00067,B,306,110,180,1,110,180,70
B1000510,2020/07/01,A00067,B,367,38,60,2,76,120,44
B1000510,2020/07/01,A00067,B,403,70,130,2,140,260,120
B1000510,2020/07/01,A00067,B,501,150,290,1,150,290,140
B1000512,2020/05/13,A00069,B,165,12,25,1,12,25,13
B1000512,2020/05/13,A00069,B,257,8,18,1,8,18,10
B1000512,2020/05/13,A00069,B,265,380,500,1,380,500,120
B1000512,2020/05/13,A00069,B,306,110,180,2,220,360,140
B1000512,2020/05/13,A00069,B,367,38,60,1,38,60,22
B1000512,2020/05/13,A00069,B,403,70,130,3,210,390,180
B1000512,2020/05/13,A00069,B,437,60,110,1,60,110,50
B1000512,2020/05/13,A00069,B,501,150,290,2,300,580,280
B1000513,2020/06/08,A00070,B,165,12,25,1,12,25,13
B1000513,2020/06/08,A00070,B,257,8,18,1,8,18,10
B1000513,2020/06/08,A00070,B,265,380,500,1,380,500,120
B1000513,2020/06/08,A00070,B,293,420,600,1,420,600,180
